time,TRGW_2_2_15,TRGW_2_2_9,TRGW_2_3_8,TRGW_2_9_1,TRGW_2_13_10,TRGW_2_15_16,TRGW_2_21_10,TRGW_2_22_15,TRGW_2_24_4,TRGW_2_26_6,TRGW_2_29_15,TRGW_2_33_7,TRGW_2_34_10,TRGW_0_2_15,TRGW_0_2_9,TRGW_0_3_8,TRGW_0_9_1,TRGW_0_13_10,TRGW_0_15_16,TRGW_0_21_10,TRGW_0_22_15,TRGW_0_24_4,TRGW_0_26_6,TRGW_0_29_15,TRGW_0_33_7,TRGW_0_34_10
367.0000000000,34.47370538,34.81411236,34.85834325,35.26456629,34.40658290,34.24573133,34.28133558,34.12454979,34.52754360,34.34903795,34.02436393,34.09476937,33.97527011,34.40558280,34.82110413,34.86548728,35.27328351,34.41260814,34.25102457,34.28728093,34.07627415,34.53442335,34.35537178,33.97896774,34.10049233,33.98080006
398.0000000000,34.57713143,34.93671232,34.98133662,35.37268665,34.53732907,34.36154687,34.41536791,34.23741996,34.66234541,34.48644805,34.13505876,34.22025994,34.09073434,34.49530653,34.94435607,34.98899906,35.38101414,34.54450318,34.36843884,34.42242078,34.17492413,34.66955131,34.49343727,34.07616434,34.22745963,34.09819195
426.0000000000,34.72675497,35.13313210,35.18169273,35.58584115,34.72512004,34.52083213,34.60638098,34.39125740,34.87570999,34.69271702,34.28185566,34.39495486,34.24489692,34.62423466,35.14191834,35.19037602,35.59425370,34.73394672,34.52961570,34.61506343,34.30877073,34.88382749,34.70094135,34.20448989,34.40409354,34.25463567
457.0000000000,34.90942132,35.38850507,35.44463825,35.89310968,34.95437064,34.70997546,34.83872243,34.57277863,35.15250811,34.95147295,34.45137258,34.60241146,34.42317668,34.78095291,35.39882097,35.45475206,35.90200362,34.96520204,34.72066018,34.84943166,34.46606851,35.16205859,34.96140842,34.35205462,34.61372673,34.43531728
487.0000000000,35.05625863,35.60655802,35.67104873,36.17862437,35.13780745,34.85651041,35.02352372,34.71234921,35.38760933,35.16460214,34.57871054,34.76430074,34.55751948,34.90639270,35.61822527,35.68248050,36.18830225,35.15025080,34.86843736,35.03589277,34.58659728,35.39861022,35.17610636,34.46247429,34.77722479,34.57124858
518.0000000000,35.13549931,35.73996088,35.81174546,36.37980007,35.23589769,34.92897780,35.12101661,34.78000668,35.52980252,35.28586651,34.63654495,34.84571854,34.61915064,34.97338194,35.75252220,35.82411247,36.39041854,35.24920433,34.94121794,35.13431100,34.64450185,35.54195311,35.29845620,34.51211608,34.85934162,34.63331681
548.0000000000,35.12123235,35.74541319,35.82108842,36.43168527,35.21685723,34.90380536,35.09976471,34.75390396,35.53352629,35.27636563,34.60630406,34.82032617,34.58813759,34.95990754,35.75811166,35.83369294,36.44305343,35.22999814,34.91533607,35.11294758,34.62103491,35.54614012,35.28919403,34.48500171,34.83349568,34.60143560
579.0000000000,35.01549962,35.62010170,35.69535836,36.32071966,35.08326135,34.78558595,34.96276382,34.63876021,35.39578295,35.13595191,34.49339455,34.69184033,34.46983777,34.86804070,35.63213853,35.70743933,36.33248350,35.09523593,34.79555007,34.97481870,34.52052729,35.40808020,35.14812852,34.38606907,34.70350350,34.48114802
610.0000000000,34.84963271,35.40055753,35.47111663,36.07851769,34.87493557,34.60942634,34.75087802,34.46891479,35.15686484,34.90632277,34.33206582,34.49909683,34.30018445,34.72505729,35.41131522,35.48204932,36.09017592,34.88506748,34.61738669,34.76110154,34.37291209,35.16811608,34.91710505,34.24525334,34.50862970,34.30898130
640.0000000000,34.67296723,35.15299965,35.21613806,35.77962643,34.65356096,34.42707071,34.52673701,34.29399185,34.88900660,34.65615680,34.16871180,34.29872680,34.12836793,34.57351971,35.16226728,35.22567318,35.79076602,34.66175457,34.43317265,34.53500320,34.22129023,34.89884650,34.66526923,34.10301178,34.30615539,34.13486483
671.0000000000,34.52417456,34.93111366,34.98563147,35.48771982,34.46784422,34.27886239,34.33971814,34.15276248,34.65012819,34.44002016,34.03987201,34.13500594,33.99270930,34.44661312,34.93899567,34.99380923,35.49801768,34.47440695,34.28365805,34.34631045,34.09924227,34.65847438,34.44752815,33.99112063,34.14081530,33.99763094
701.0000000000,34.45121292,34.80669438,34.85422973,35.29814573,34.37726379,34.21238849,34.24972885,34.09065424,34.51752708,34.32740157,33.98703151,34.06029811,33.93666154,34.38519268,34.81374109,34.86152884,35.30753468,34.38304069,34.21688722,34.25547679,34.04608241,34.52478687,34.33389535,33.94568815,34.06548778,33.94123277
732.0000000000,34.51069856,34.86012349,34.90494427,35.31214027,34.45152355,34.28491193,34.32659467,34.16227254,34.57606935,34.39679303,34.06118567,34.13724567,34.01395069,34.43774568,34.86735609,34.91229278,35.32085006,34.45790839,34.29072596,34.33288182,34.10933741,34.58309295,34.40334971,34.01138694,34.14342822,34.02007886
